current_date,sale_id,product_id,product_name,product_price
2026-05-21,610,P006,Wireless Mouse,30
2026-05-21,611,P001,Wireless Headphones,100
2026-05-21,612,P007,Laptop Stand,40
2026-05-21,613,P003,Bluetooth Speaker,50
2026-05-21,614,P001,Wireless Headphones,100
2026-05-21,615,P010,External Hard Drive,100
2026-05-21,616,P010,External Hard Drive,100
2026-05-21,617,P001,Wireless Headphones,100
2026-05-21,618,P004,USB Flash Drive,20
2026-05-21,619,P006,Wireless Mouse,30
2026-05-21,620,P008,HDMI Cable,15
2026-05-21,621,P001,Wireless Headphones,100
2026-05-21,622,P010,External Hard Drive,100
2026-05-21,623,P009,Smartphone,600
2026-05-21,624,P004,USB Flash Drive,20
2026-05-21,625,P003,Bluetooth Speaker,50
2026-05-21,626,P002,Laptop Backpack,60
2026-05-21,627,P003,Bluetooth Speaker,50
2026-05-21,628,P010,External Hard Drive,100
2026-05-21,629,P004,USB Flash Drive,20
2026-05-21,630,P002,Laptop Backpack,60
2026-05-21,631,P003,Bluetooth Speaker,50
2026-05-21,632,P009,Smartphone,600
2026-05-21,633,P010,External Hard Drive,100
2026-05-21,634,P006,Wireless Mouse,30
2026-05-21,635,P008,HDMI Cable,15
2026-05-21,636,P003,Bluetooth Speaker,50
2026-05-21,637,P002,Laptop Backpack,60
2026-05-21,638,P004,USB Flash Drive,20
2026-05-21,639,P002,Laptop Backpack,60
2026-05-21,640,P001,Wireless Headphones,100
2026-05-21,641,P007,Laptop Stand,40
2026-05-21,642,P006,Wireless Mouse,30
2026-05-21,643,P002,Laptop Backpack,60
2026-05-21,644,P008,HDMI Cable,15
2026-05-21,645,P008,HDMI Cable,15
2026-05-21,646,P008,HDMI Cable,15
2026-05-21,647,P008,HDMI Cable,15
2026-05-21,648,P008,HDMI Cable,15
2026-05-21,649,P002,Laptop Backpack,60
2026-05-21,650,P010,External Hard Drive,100
2026-05-21,651,P004,USB Flash Drive,20
2026-05-21,652,P002,Laptop Backpack,60
2026-05-21,653,P010,External Hard Drive,100
2026-05-21,654,P006,Wireless Mouse,30
2026-05-21,655,P001,Wireless Headphones,100
2026-05-21,656,P010,External Hard Drive,100
2026-05-21,657,P009,Smartphone,600
2026-05-21,658,P001,Wireless Headphones,100
2026-05-21,659,P010,External Hard Drive,100
2026-05-21,660,P004,USB Flash Drive,20
2026-05-21,661,P006,Wireless Mouse,30
2026-05-21,662,P004,USB Flash Drive,20
2026-05-21,663,P004,USB Flash Drive,20
2026-05-21,664,P001,Wireless Headphones,100
2026-05-21,665,P004,USB Flash Drive,20
2026-05-21,666,P004,USB Flash Drive,20
2026-05-21,667,P004,USB Flash Drive,20
2026-05-21,668,P004,USB Flash Drive,20
2026-05-21,669,P005,Mobile Phone Case,15
2026-05-21,670,P003,Bluetooth Speaker,50
2026-05-21,671,P007,Laptop Stand,40
2026-05-21,672,P001,Wireless Headphones,100
2026-05-21,673,P004,USB Flash Drive,20
2026-05-21,674,P006,Wireless Mouse,30
2026-05-21,675,P010,External Hard Drive,100
2026-05-21,676,P003,Bluetooth Speaker,50
2026-05-21,677,P001,Wireless Headphones,100
2026-05-21,678,P008,HDMI Cable,15
2026-05-21,679,P008,HDMI Cable,15
2026-05-21,680,P001,Wireless Headphones,100
2026-05-21,681,P008,HDMI Cable,15
2026-05-21,682,P007,Laptop Stand,40
2026-05-21,683,P002,Laptop Backpack,60
2026-05-21,684,P010,External Hard Drive,100
2026-05-21,685,P001,Wireless Headphones,100
2026-05-21,686,P006,Wireless Mouse,30
2026-05-21,687,P010,External Hard Drive,100
2026-05-21,688,P005,Mobile Phone Case,15
2026-05-21,689,P004,USB Flash Drive,20
2026-05-21,690,P002,Laptop Backpack,60
2026-05-21,691,P004,USB Flash Drive,20
2026-05-21,692,P002,Laptop Backpack,60
2026-05-21,693,P002,Laptop Backpack,60
2026-05-21,694,P010,External Hard Drive,100
2026-05-21,695,P007,Laptop Stand,40
2026-05-21,696,P008,HDMI Cable,15
2026-05-21,697,P001,Wireless Headphones,100
2026-05-21,698,P009,Smartphone,600
2026-05-21,699,P001,Wireless Headphones,100
2026-05-21,700,P008,HDMI Cable,15
2026-05-21,701,P006,Wireless Mouse,30
2026-05-21,702,P004,USB Flash Drive,20
2026-05-21,703,P001,Wireless Headphones,100
2026-05-21,704,P001,Wireless Headphones,100
2026-05-21,705,P006,Wireless Mouse,30
2026-05-21,706,P001,Wireless Headphones,100
2026-05-21,707,P006,Wireless Mouse,30
2026-05-21,708,P004,USB Flash Drive,20
2026-05-21,709,P009,Smartphone,600
2026-05-21,710,P004,USB Flash Drive,20
2026-05-21,711,P001,Wireless Headphones,100
2026-05-21,712,P010,External Hard Drive,100
2026-05-21,713,P006,Wireless Mouse,30
2026-05-21,714,P010,External Hard Drive,100
2026-05-21,715,P008,HDMI Cable,15
2026-05-21,716,P004,USB Flash Drive,20
2026-05-21,717,P001,Wireless Headphones,100
2026-05-21,718,P007,Laptop Stand,40
2026-05-21,719,P001,Wireless Headphones,100
2026-05-21,720,P004,USB Flash Drive,20
2026-05-21,721,P009,Smartphone,600
2026-05-21,722,P004,USB Flash Drive,20
2026-05-21,723,P001,Wireless Headphones,100
2026-05-21,724,P008,HDMI Cable,15
2026-05-21,725,P001,Wireless Headphones,100
2026-05-21,726,P008,HDMI Cable,15
2026-05-21,727,P004,USB Flash Drive,20
2026-05-21,728,P010,External Hard Drive,100
2026-05-21,729,P007,Laptop Stand,40
2026-05-21,730,P005,Mobile Phone Case,15
2026-05-21,731,P010,External Hard Drive,100
2026-05-21,732,P006,Wireless Mouse,30
2026-05-21,733,P002,Laptop Backpack,60
2026-05-21,734,P001,Wireless Headphones,100
2026-05-21,735,P004,USB Flash Drive,20
2026-05-21,736,P006,Wireless Mouse,30
2026-05-21,737,P002,Laptop Backpack,60
2026-05-21,738,P010,External Hard Drive,100
2026-05-21,739,P008,HDMI Cable,15
2026-05-21,740,P006,Wireless Mouse,30
2026-05-21,741,P010,External Hard Drive,100
2026-05-21,742,P008,HDMI Cable,15
2026-05-21,743,P006,Wireless Mouse,30
2026-05-21,744,P004,USB Flash Drive,20
2026-05-21,745,P004,USB Flash Drive,20
2026-05-21,746,P006,Wireless Mouse,30
2026-05-21,747,P001,Wireless Headphones,100
2026-05-21,748,P010,External Hard Drive,100
2026-05-21,749,P005,Mobile Phone Case,15
2026-05-21,750,P002,Laptop Backpack,60
2026-05-21,751,P004,USB Flash Drive,20
2026-05-21,752,P004,USB Flash Drive,20
2026-05-21,753,P001,Wireless Headphones,100
2026-05-21,754,P001,Wireless Headphones,100
2026-05-21,755,P003,Bluetooth Speaker,50
2026-05-21,756,P010,External Hard Drive,100
2026-05-21,757,P001,Wireless Headphones,100
2026-05-21,758,P003,Bluetooth Speaker,50
2026-05-21,759,P005,Mobile Phone Case,15
2026-05-21,760,P006,Wireless Mouse,30
2026-05-21,761,P008,HDMI Cable,15
2026-05-21,762,P008,HDMI Cable,15
2026-05-21,763,P002,Laptop Backpack,60
2026-05-21,764,P002,Laptop Backpack,60
2026-05-21,765,P004,USB Flash Drive,20
2026-05-21,766,P008,HDMI Cable,15
2026-05-21,767,P004,USB Flash Drive,20
2026-05-21,768,P003,Bluetooth Speaker,50
2026-05-21,769,P002,Laptop Backpack,60
2026-05-21,770,P005,Mobile Phone Case,15
2026-05-21,771,P001,Wireless Headphones,100
2026-05-21,772,P001,Wireless Headphones,100
2026-05-21,773,P008,HDMI Cable,15
2026-05-21,774,P006,Wireless Mouse,30
2026-05-21,775,P008,HDMI Cable,15
2026-05-21,776,P002,Laptop Backpack,60
2026-05-21,777,P005,Mobile Phone Case,15
2026-05-21,778,P008,HDMI Cable,15
2026-05-21,779,P002,Laptop Backpack,60
2026-05-21,780,P005,Mobile Phone Case,15
2026-05-21,781,P007,Laptop Stand,40
2026-05-21,782,P002,Laptop Backpack,60
2026-05-21,783,P010,External Hard Drive,100
2026-05-21,784,P008,HDMI Cable,15
2026-05-21,785,P008,HDMI Cable,15
2026-05-21,786,P001,Wireless Headphones,100
2026-05-21,787,P006,Wireless Mouse,30
2026-05-21,788,P006,Wireless Mouse,30
2026-05-21,789,P010,External Hard Drive,100
2026-05-21,790,P001,Wireless Headphones,100
2026-05-21,791,P003,Bluetooth Speaker,50
2026-05-21,792,P009,Smartphone,600
2026-05-21,793,P009,Smartphone,600
2026-05-21,794,P009,Smartphone,600
2026-05-21,795,P001,Wireless Headphones,100
2026-05-21,796,P004,USB Flash Drive,20
2026-05-21,797,P008,HDMI Cable,15
2026-05-21,798,P010,External Hard Drive,100
2026-05-21,799,P009,Smartphone,600
2026-05-21,800,P008,HDMI Cable,15
2026-05-21,801,P010,External Hard Drive,100
2026-05-21,802,P004,USB Flash Drive,20
2026-05-21,803,P010,External Hard Drive,100
2026-05-21,804,P002,Laptop Backpack,60
2026-05-21,805,P005,Mobile Phone Case,15
2026-05-21,806,P008,HDMI Cable,15
2026-05-21,807,P009,Smartphone,600
2026-05-21,808,P004,USB Flash Drive,20
2026-05-21,809,P008,HDMI Cable,15
2026-05-21,810,P004,USB Flash Drive,20
2026-05-21,811,P006,Wireless Mouse,30
2026-05-21,812,P002,Laptop Backpack,60
2026-05-21,813,P008,HDMI Cable,15
2026-05-21,814,P001,Wireless Headphones,100
2026-05-21,815,P008,HDMI Cable,15
2026-05-21,816,P007,Laptop Stand,40
2026-05-21,817,P004,USB Flash Drive,20
2026-05-21,818,P008,HDMI Cable,15
2026-05-21,819,P001,Wireless Headphones,100
2026-05-21,820,P006,Wireless Mouse,30
2026-05-21,821,P003,Bluetooth Speaker,50
2026-05-21,822,P004,USB Flash Drive,20
2026-05-21,823,P006,Wireless Mouse,30
2026-05-21,824,P004,USB Flash Drive,20
2026-05-21,825,P008,HDMI Cable,15
2026-05-21,826,P006,Wireless Mouse,30
2026-05-21,827,P006,Wireless Mouse,30
2026-05-21,828,P010,External Hard Drive,100
2026-05-21,829,P004,USB Flash Drive,20
2026-05-21,830,P006,Wireless Mouse,30
2026-05-21,831,P006,Wireless Mouse,30
2026-05-21,832,P006,Wireless Mouse,30
2026-05-21,833,P002,Laptop Backpack,60
2026-05-21,834,P009,Smartphone,600
2026-05-21,835,P001,Wireless Headphones,100
2026-05-21,836,P010,External Hard Drive,100
2026-05-21,837,P005,Mobile Phone Case,15
2026-05-21,838,P010,External Hard Drive,100
2026-05-21,839,P001,Wireless Headphones,100
2026-05-21,840,P001,Wireless Headphones,100
2026-05-21,841,P007,Laptop Stand,40
2026-05-21,842,P001,Wireless Headphones,100
2026-05-21,843,P001,Wireless Headphones,100
2026-05-21,844,P006,Wireless Mouse,30
2026-05-21,845,P010,External Hard Drive,100
2026-05-21,846,P006,Wireless Mouse,30
2026-05-21,847,P006,Wireless Mouse,30
2026-05-21,848,P001,Wireless Headphones,100
2026-05-21,849,P002,Laptop Backpack,60
2026-05-21,850,P006,Wireless Mouse,30
2026-05-21,851,P006,Wireless Mouse,30
2026-05-21,852,P002,Laptop Backpack,60
2026-05-21,853,P010,External Hard Drive,100
2026-05-21,854,P008,HDMI Cable,15
2026-05-21,855,P001,Wireless Headphones,100
2026-05-21,856,P002,Laptop Backpack,60
2026-05-21,857,P010,External Hard Drive,100
2026-05-21,858,P004,USB Flash Drive,20
2026-05-21,859,P005,Mobile Phone Case,15
2026-05-21,860,P001,Wireless Headphones,100
2026-05-21,861,P004,USB Flash Drive,20
2026-05-21,862,P008,HDMI Cable,15
2026-05-21,863,P009,Smartphone,600
2026-05-21,864,P009,Smartphone,600
2026-05-21,865,P004,USB Flash Drive,20
2026-05-21,866,P002,Laptop Backpack,60
2026-05-21,867,P007,Laptop Stand,40
2026-05-21,868,P008,HDMI Cable,15
2026-05-21,869,P010,External Hard Drive,100
2026-05-21,870,P006,Wireless Mouse,30
2026-05-21,871,P010,External Hard Drive,100
2026-05-21,872,P001,Wireless Headphones,100
2026-05-21,873,P001,Wireless Headphones,100
2026-05-21,874,P002,Laptop Backpack,60
2026-05-21,875,P007,Laptop Stand,40
2026-05-21,876,P002,Laptop Backpack,60
2026-05-21,877,P006,Wireless Mouse,30
2026-05-21,878,P006,Wireless Mouse,30
2026-05-21,879,P005,Mobile Phone Case,15
2026-05-21,880,P004,USB Flash Drive,20
2026-05-21,881,P010,External Hard Drive,100
2026-05-21,882,P007,Laptop Stand,40
2026-05-21,883,P005,Mobile Phone Case,15
2026-05-21,884,P002,Laptop Backpack,60
2026-05-21,885,P010,External Hard Drive,100
2026-05-21,886,P004,USB Flash Drive,20
2026-05-21,887,P004,USB Flash Drive,20
2026-05-21,888,P001,Wireless Headphones,100
2026-05-21,889,P005,Mobile Phone Case,15
2026-05-21,890,P004,USB Flash Drive,20
2026-05-21,891,P004,USB Flash Drive,20
2026-05-21,892,P010,External Hard Drive,100
2026-05-21,893,P004,USB Flash Drive,20
2026-05-21,894,P009,Smartphone,600
2026-05-21,895,P005,Mobile Phone Case,15
2026-05-21,896,P009,Smartphone,600
2026-05-21,897,P007,Laptop Stand,40
2026-05-21,898,P005,Mobile Phone Case,15
2026-05-21,899,P004,USB Flash Drive,20
2026-05-21,900,P003,Bluetooth Speaker,50
2026-05-21,901,P001,Wireless Headphones,100
2026-05-21,902,P003,Bluetooth Speaker,50
2026-05-21,903,P001,Wireless Headphones,100
2026-05-21,904,P001,Wireless Headphones,100
2026-05-21,905,P004,USB Flash Drive,20
2026-05-21,906,P006,Wireless Mouse,30
2026-05-21,907,P003,Bluetooth Speaker,50
2026-05-21,908,P002,Laptop Backpack,60
2026-05-21,909,P001,Wireless Headphones,100
2026-05-21,910,P003,Bluetooth Speaker,50
2026-05-21,911,P008,HDMI Cable,15
2026-05-21,912,P010,External Hard Drive,100
2026-05-21,913,P004,USB Flash Drive,20
2026-05-21,914,P008,HDMI Cable,15
2026-05-21,915,P002,Laptop Backpack,60
2026-05-21,916,P006,Wireless Mouse,30
2026-05-21,917,P006,Wireless Mouse,30
2026-05-21,918,P002,Laptop Backpack,60
2026-05-21,919,P010,External Hard Drive,100
2026-05-21,920,P008,HDMI Cable,15
2026-05-21,921,P009,Smartphone,600
2026-05-21,922,P008,HDMI Cable,15
2026-05-21,923,P005,Mobile Phone Case,15
2026-05-21,924,P004,USB Flash Drive,20
2026-05-21,925,P001,Wireless Headphones,100
2026-05-21,926,P002,Laptop Backpack,60
2026-05-21,927,P002,Laptop Backpack,60
2026-05-21,928,P004,USB Flash Drive,20
2026-05-21,929,P004,USB Flash Drive,20
2026-05-21,930,P002,Laptop Backpack,60
2026-05-21,931,P006,Wireless Mouse,30
2026-05-21,932,P004,USB Flash Drive,20
2026-05-21,933,P010,External Hard Drive,100
2026-05-21,934,P006,Wireless Mouse,30
2026-05-21,935,P003,Bluetooth Speaker,50
2026-05-21,936,P001,Wireless Headphones,100
2026-05-21,937,P010,External Hard Drive,100
2026-05-21,938,P009,Smartphone,600
2026-05-21,939,P001,Wireless Headphones,100
2026-05-21,940,P010,External Hard Drive,100
2026-05-21,941,P001,Wireless Headphones,100
2026-05-21,942,P001,Wireless Headphones,100
2026-05-21,943,P001,Wireless Headphones,100
2026-05-21,944,P004,USB Flash Drive,20
2026-05-21,945,P004,USB Flash Drive,20
2026-05-21,946,P010,External Hard Drive,100
2026-05-21,947,P006,Wireless Mouse,30
2026-05-21,948,P004,USB Flash Drive,20
2026-05-21,949,P008,HDMI Cable,15
2026-05-21,950,P003,Bluetooth Speaker,50
2026-05-21,951,P004,USB Flash Drive,20
2026-05-21,952,P008,HDMI Cable,15
2026-05-21,953,P005,Mobile Phone Case,15
2026-05-21,954,P006,Wireless Mouse,30
2026-05-21,955,P001,Wireless Headphones,100
2026-05-21,956,P006,Wireless Mouse,30
2026-05-21,957,P004,USB Flash Drive,20
2026-05-21,958,P002,Laptop Backpack,60
2026-05-21,959,P006,Wireless Mouse,30
2026-05-21,960,P003,Bluetooth Speaker,50
2026-05-21,961,P003,Bluetooth Speaker,50
2026-05-21,962,P005,Mobile Phone Case,15
2026-05-21,963,P009,Smartphone,600
2026-05-21,964,P007,Laptop Stand,40
2026-05-21,965,P004,USB Flash Drive,20
2026-05-21,966,P009,Smartphone,600
2026-05-21,967,P003,Bluetooth Speaker,50
2026-05-21,968,P008,HDMI Cable,15
2026-05-21,969,P004,USB Flash Drive,20
2026-05-21,970,P004,USB Flash Drive,20
2026-05-21,971,P001,Wireless Headphones,100
2026-05-21,972,P003,Bluetooth Speaker,50
2026-05-21,973,P001,Wireless Headphones,100
2026-05-21,974,P002,Laptop Backpack,60
2026-05-21,975,P006,Wireless Mouse,30
2026-05-21,976,P004,USB Flash Drive,20
2026-05-21,977,P003,Bluetooth Speaker,50
2026-05-21,978,P010,External Hard Drive,100
2026-05-21,979,P010,External Hard Drive,100
2026-05-21,980,P004,USB Flash Drive,20
2026-05-21,981,P008,HDMI Cable,15
2026-05-21,982,P002,Laptop Backpack,60
2026-05-21,983,P003,Bluetooth Speaker,50
2026-05-21,984,P010,External Hard Drive,100
2026-05-21,985,P002,Laptop Backpack,60
2026-05-21,986,P002,Laptop Backpack,60
2026-05-21,987,P001,Wireless Headphones,100
2026-05-21,988,P001,Wireless Headphones,100
2026-05-21,989,P006,Wireless Mouse,30
2026-05-21,990,P002,Laptop Backpack,60
2026-05-21,991,P004,USB Flash Drive,20
2026-05-21,992,P006,Wireless Mouse,30
2026-05-21,993,P001,Wireless Headphones,100
2026-05-21,994,P005,Mobile Phone Case,15
2026-05-21,995,P006,Wireless Mouse,30
2026-05-21,996,P006,Wireless Mouse,30
2026-05-21,997,P004,USB Flash Drive,20
2026-05-21,998,P001,Wireless Headphones,100
2026-05-21,999,P006,Wireless Mouse,30
2026-05-21,1000,P001,Wireless Headphones,100
